QUOTE;AUTHOR;GENRE
Without strength and courage it's really hard to perform at the highest levels of international figure skating, because you're alone on the ice and you only have seven minutes over two nights to prove yourself.;Scott Hamilton;alone
Life is so impermanent that it's not about somebody else or things around me, it's about knowing you are completely alone in this world and being content inside.;K. D. Lang;alone
Woman must have her freedom, the fundamental freedom of choosing whether or not she will be a mother and how many children she will have. Regardless of what man's attitude may be, that problem is hers - and before it can be his, it is hers alone.;Margaret Sanger;alone
The foundations of a strong economy don't rest alone on the decisions of Chancellors or the spending programmes of government.;George Osborne;alone
You can't play a symphony alone, it takes an orchestra to play it.;Navjot Singh Sidhu;alone
For the first time, I lived alone... in a luxury apartment on Sunset Strip. For a few days I loved the idea, but I got lonely and restless.;Patty Duke;alone
People must insist on the right to say no, to be alone, to stand out from the herd. Creative artists can say all this in their own way and in their own field, by hard, rigorous work.;Tahar Ben Jelloun;alone
The right to be let alone is the underlying principle of the Constitution's Bill of Rights.;Erwin Griswold;alone
In days of doubt, in days of dreary musings on my country's fate, you alone are my comfort and support, oh great, powerful, righteous, and free Russian language!;Ivan Turgenev;alone
At the moment of childbirth, every woman has the same aura of isolation, as though she were abandoned, alone.;Boris Pasternak;alone
Of all our possessions, wisdom alone is imortal.;Isocrates;alone
What good is sitting all alone in your room?;Liza Minnelli;alone
A career is all very well, but no one lives by work alone.;Lorna Luft;alone
Happiness must be cultivated. It is like character. It is not a thing to be safely let alone for a moment, or it will run to weeds.;Elizabeth Stuart Phelps;alone
The biggest opportunity in 2013 is in Africa. It has seven out of the ten fastest-growing economies in the world. In Nigeria alone there are 100 million people with mobile phones. In total, 300 million Africans - five times the population of Britain - are in the middle class.;David Miliband;alone
The problems that the world faces - from nuclear proliferation to climate change - can't be tackled by the West alone. They need a coalition of not just West and East, but they need a coalition of Christian and Jew and Muslim.;David Miliband;alone
This is nourishing, redemptive we become less alone inside.;David Foster Wallace;alone
I would say, 'I'm alone, but I'm not lonely.' But I was just kidding myself.;Bruce Willis;alone
He who does not fill his world with phantoms remains alone.;Antonio Porchia;alone
I used to do a lot of interviews in the early '80s, when my career started, but it came to a point when I decided I didn't want to talk anymore, and people kind of understood that and left me alone.;George Strait;alone
So many people suffer from abuse, and suffer alone.;Pamela Stephenson;alone
Men was formed for society, and is neither capable of living alone, nor has the courage to do it.;William Blackstone;alone
Is it not careless to become too local when there are four hundred billion stars in our galaxy alone.;A. R. Ammons;alone
You can either invade a country or leave them alone and trade with them. When goods cross borders, armies don't.;John Stossel;alone
It's a terrible thing to be alone - yes it is - it is - but don't lower your mask until you have another mask prepared beneath - as terrible as you like - but a mask.;Katherine Mansfield;alone
You'd think I'd have been happiest in my life playing music in front of 50,000 people at Gillette Stadium. But let me tell you, it's an odd feeling to feel alone in the spotlight.;Kenny Chesney;alone
You're alone in your ideas, because you're the only one who knows what's possible.;Bethenny Frankel;alone
I was born to be alone, and I always shall be but now I want to be.;Mary MacLane;alone
I've performed solo for 20 years now, but I don't do much of it, because if you only play alone, you go crazy and out of tune and play foolish music.;Steve Lacy;alone
Nobody was playing the soprano saxophone and certainly nobody was trying to do anything with it. So I was all alone. I didn't know that at first.;Steve Lacy;alone
We're all outsiders in a way. We're all alone and can become very lonely.;Hugo Weaving;alone
I delight in my family obligations, but they leave little time for breaks let alone quick trips across the country.;Carre Otis;alone
